X-coordinate;Y-coordinate;R-Radius;Count
6430000000000000;22700000000000000;1080000000000000;55
10700000000000000;14100000000000000;11000000000000000;452
1660000000000000;2350000000000000;10400000000000000;263
923000000000000;14600000000000000;1070000000000000;335
10100000000000000;15400000000000000;10400000000000000;274
694000000000000;15100000000000000;10100000000000000;247
17100000000000000;11200000000000000;10900000000000000;281
6660000000000000;23200000000000000;10000000000000000;39
1810000000000000;23600000000000000;1030000000000000;276
1570000000000000;11700000000000000;1050000000000000;342
15800000000000000;9820000000000000;10600000000000000;270
8500000000000000;14600000000000000;10900000000000000;346
17000000000000000;2420000000000000;10700000000000000;267
6940000000000000;22700000000000000;10700000000000000;58
17200000000000000;24700000000000000;10100000000000000;251
9790000000000000;15300000000000000;10600000000000000;294
6570000000000000;2390000000000000;10500000000000000;38
16100000000000000;2500000000000000;10500000000000000;252
16000000000000000;26300000000000000;1060000000000000;235
7140000000000000;16000000000000000;10800000000000000;247
11100000000000000;17400000000000000;10800000000000000;233
17700000000000000;25500000000000000;1100000000000000;272
7910000000000000;2250000000000000;1070000000000000;66
15200000000000000;12100000000000000;10000000000000000;343
144000000000000;11100000000000000;10600000000000000;405
1660000000000000;24900000000000000;10800000000000000;261
8740000000000000;14900000000000000;10900000000000000;318
882000000000000;139000000000000;10200000000000000;351
8640000000000000;15000000000000000;10300000000000000;282
8180000000000000;1640000000000000;10200000000000000;196
9700000000000000;1600000000000000;1040000000000000;241
6750000000000000;151000000000000;1040000000000000;271
1720000000000000;23000000000000000;11000000000000000;285
7550000000000000;2310000000000000;10200000000000000;50
1090000000000000;14200000000000000;1080000000000000;437
922000000000000;1480000000000000;10700000000000000;319
9690000000000000;15100000000000000;10500000000000000;291
18100000000000000;23700000000000000;10300000000000000;278
9010000000000000;11800000000000000;10100000000000000;527
10100000000000000;15200000000000000;10100000000000000;268
7300000000000000;2410000000000000;10200000000000000;45
1480000000000000;12400000000000000;10400000000000000;414
1630000000000000;239000000000000;11000000000000000;266
16600000000000000;12300000000000000;10300000000000000;309
15800000000000000;11500000000000000;1050000000000000;334
8830000000000000;143000000000000;10100000000000000;302
1490000000000000;11300000000000000;10900000000000000;412
7670000000000000;16000000000000000;1090000000000000;250
1530000000000000;11000000000000000;10300000000000000;317
15300000000000000;12900000000000000;11000000000000000;482
740000000000000;23400000000000000;10500000000000000;51
15400000000000000;2450000000000000;10300000000000000;257
8950000000000000;21900000000000000;10300000000000000;69
16800000000000000;24500000000000000;10500000000000000;260
17600000000000000;25900000000000000;10100000000000000;240
607000000000000;23700000000000000;10600000000000000;41
8220000000000000;13100000000000000;10600000000000000;436
16200000000000000;26200000000000000;10400000000000000;232
9900000000000000;14500000000000000;1060000000000000;335
883000000000000;24000000000000000;10200000000000000;49
8250000000000000;15200000000000000;10400000000000000;277
6660000000000000;22500000000000000;10000000000000000;46
9910000000000000;14400000000000000;10300000000000000;317
832000000000000;14600000000000000;10800000000000000;330
1530000000000000;1240000000000000;1050000000000000;412
6370000000000000;24000000000000000;1090000000000000;42
1430000000000000;23800000000000000;10900000000000000;260
164000000000000;10300000000000000;10700000000000000;262
9070000000000000;1590000000000000;10500000000000000;237
9260000000000000;23000000000000000;10700000000000000;65
6450000000000000;2230000000000000;10700000000000000;61
8280000000000000;13500000000000000;1040000000000000;398
6910000000000000;23800000000000000;1010000000000000;37
7750000000000000;15500000000000000;10900000000000000;286
1750000000000000;2560000000000000;10100000000000000;241
8810000000000000;2410000000000000;10700000000000000;50
16500000000000000;2580000000000000;10900000000000000;250
9110000000000000;14200000000000000;10500000000000000;353
17000000000000;10800000000000000;10900000000000000;268
8720000000000000;14000000000000000;10300000000000000;341
1710000000000000;25100000000000000;10400000000000000;252
10600000000000000;12800000000000000;10800000000000000;540
6930000000000000;23400000000000000;10400000000000000;45
7170000000000000;22100000000000000;10700000000000000;72
16900000000000000;2530000000000000;10300000000000000;247
15800000000000000;1050000000000000;1090000000000000;323
625000000000000;22200000000000000;1070000000000000;60
1530000000000000;12000000000000000;10800000000000000;413
8900000000000000;13100000000000000;10400000000000000;423
1500000000000000;11200000000000000;10500000000000000;361
8000000000000000;1350000000000000;10300000000000000;391
11800000000000000;16500000000000000;10100000000000000;267
1630000000000000;23300000000000000;10600000000000000;266
17500000000000000;25300000000000000;1080000000000000;264
1670000000000000;12300000000000000;10800000000000000;363
15700000000000000;10300000000000000;10300000000000000;264
6300000000000000;24200000000000000;10800000000000000;38
14600000000000000;2700000000000000;10600000000000000;222
7370000000000000;2370000000000000;10600000000000000;52
15900000000000000;11000000000000000;10800000000000000;329
9460000000000000;1300000000000000;10800000000000000;483
920000000000000;14400000000000000;10600000000000000;343
17000000000000000;2610000000000000;10500000000000000;240
14300000000000000;13100000000000000;1030000000000000;480
7580000000000000;15900000000000000;10000000000000000;211
10100000000000000;14100000000000000;10100000000000000;330
7320000000000000;14900000000000000;10100000000000000;268
14000000000000000;2450000000000000;10600000000000000;251
15400000000000000;12500000000000000;10900000000000000;445
14800000000000000;23600000000000000;10900000000000000;266
1660000000000000;24500000000000000;10900000000000000;267
6510000000000000;24000000000000000;10800000000000000;43
15300000000000000;13700000000000000;1080000000000000;492
7260000000000000;2390000000000000;10200000000000000;45
62200000000000000;14100000000000000;1050000000000000;349
7250000000000000;14200000000000000;10800000000000000;377
8510000000000000;13700000000000000;10500000000000000;391
17200000000000000;25000000000000000;1020000000000000;250
8480000000000000;1440000000000000;10200000000000000;302
7210000000000000;2250000000000000;10200000000000000;53
16400000000000000;1100000000000000;10600000000000000;285
1400000000000000;11600000000000000;10500000000000000;459
7740000000000000;1420000000000000;10500000000000000;346
1800000000000000;2570000000000000;10800000000000000;269
736000000000000;22800000000000000;10900000000000000;61
10800000000000000;1340000000000000;1050000000000000;444
15800000000000000;10400000000000000;10000000000000000;234
17300000000000000;2540000000000000;10200000000000000;246
49200000000000000;23200000000000000;10100000000000000;18
861000000000000;15300000000000000;10800000000000000;285
10800000000000000;14400000000000000;10500000000000000;370
5660000000000000;23100000000000000;10700000000000000;40
1570000000000000;11400000000000000;11000000000000000;377
6130000000000000;23000000000000000;101000000000000;34
17000000000000000;24000000000000000;10100000000000000;260
7380000000000000;24800000000000000;10300000000000000;38
6170000000000000;23000000000000000;10300000000000000;37
14900000000000000;11600000000000000;1020000000000000;354
15200000000000000;12300000000000000;11000000000000000;458
8400000000000000;14800000000000000;10900000000000000;314
5900000000000000;21700000000000000;10700000000000000;59
16100000000000000;25200000000000000;10200000000000000;244
9940000000000000;15200000000000000;10400000000000000;288
1660000000000000;23500000000000000;10100000000000000;261
15900000000000000;11900000000000000;10900000000000000;395
779000000000000;13000000000000000;10900000000000000;478
55000000000000;25000000000000000;10100000000000000;7
8510000000000000;1600000000000000;10300000000000000;225
9060000000000000;14800000000000000;10500000000000000;294
164000000000000;2460000000000000;10000000000000000;250
8220000000000000;14300000000000000;10300000000000000;314
9680000000000000;1320000000000000;10900000000000000;478
920000000000000;2200000000000000;10300000000000000;68
8430000000000000;21600000000000000;10900000000000000;79
15700000000000000;10900000000000000;10900000000000000;353
10300000000000000;15200000000000000;10900000000000000;332
10700000000000000;1310000000000000;10600000000000000;491
1610000000000000;12400000000000000;10600000000000000;379
1670000000000000;24600000000000000;10100000000000000;251
895000000000000;15000000000000000;1060000000000000;293
8760000000000000;14100000000000000;10700000000000;376
1710000000000000;11100000000000000;10400000000000000;228
742000000000000;24600000000000000;10500000000000000;45
8600000000000000;14600000000000000;10700000000000000;331
15400000000000000;12400000000000000;10100000000000000;344
16400000000000000;2420000000000000;10100000000000000;258
17000000000000000;24600000000000000;1080000000000000;267
9440000000000000;13700000000000000;10700000000000000;407
10500000000000000;1290000000000000;10500000000000000;483
707000000000000;22200000000000000;10500000000000000;64
17400000000000;26000000000000000;10400000000000000;244
7340000000000000;23000000000000000;1080000000000000;59
8910000000000000;15700000000000000;10900000000000000;282
8070000000000;23600000000000000;10300000000000000;50
1550000000000000;1340000000000000;10100000000000000;407
17200000000000000;9780000000000000;10300000000000000;175
1580000000000000;11300000000000000;10100000000000000;283
896000000000000;12300000000000000;10900000000000000;569
14300000000000000;10600000000000000;10600000000000000;393
1650000000000000;26800000000000000;10400000000000000;227
57400000000000000;1310000000000000;10600000000000000;431
1660000000000000;26200000000000000;10800000000000000;243
17000000000000000;11000000000000000;10800000000000000;262
7720000000000000;15200000000000000;10900000000000000;294
15600000000000000;10500000000000000;10400000000000000;287
7750000000000000;1510000000000000;10100000000000000;257
16200000000000000;25500000000000000;10300000000000000;243
1560000000000000;11600000000000000;10900000000000000;389
14900000000000000;10200000000000000;10100000000000000;282
14700000000000000;12300000000000000;10700000000000000;449
8770000000000000;1520000000000000;10100000000000000;258
10200000000000000;13500000000000000;10300000000000000;410
7820000000000000;14400000000000000;10200000000000000;301
9090000000000000;2330000000000000;10700000000000000;61
16300000000000000;11600000000000000;10700000000000000;326
8830000000000000;12800000000000000;1030000000000000;452
7980000000000000;15800000000000000;10300000000000000;235
15200000000000000;25600000000000000;10100000000000000;235
6510000000000000;22100000000000000;1040000000000000;56
17000000000000000;1300000000000000;10500000000000000;341
18600000000000000;2670000000000000;1080000000000000;264
18600000000000000;25800000000000000;10200000000000000;260
15000000000000000;1350000000000000;10300000000000000;459
14200000000000000;11300000000000000;10500000000000000;414
147000000000000;12400000000000000;10400000000000000;423
8940000000000000;21300000000000000;10500000000000000;79
8770000000000000;15900000000000000;10200000000000000;223
869000000000000;14500000000000000;10100000000000000;292
18000000000000000;23300000000000000;10100000000000000;273
1500000000000000;10200000000000000;10800000000000000;339
144000000000000;1080000000000000;1040000000000000;364
10700000000000000;1300000000000000;10800000000000000;512
10500000000000000;12200000000000000;10300000000000000;527
8770000000000000;15200000000000000;10600000000000000;282
13300000000000000;12600000000000000;10100000000000000;509
9650000000000000;2410000000000000;10600000000000000;59
7980000000000000;14800000000000000;1020000000000000;284
19200000000000000;25100000000000000;1020000000000000;278
5800000000000000;14300000000000000;1070000000000000;342
1020000000000000;11400000000000000;1030000000000000;601
17000000000000000;223000000000000;10500000000000000;280
8580000000000000;1290000000000000;10900000000000000;491
8800000000000000;15800000000000000;10600000000000000;251
50900000000000000;2280000000000000;10200000000000000;22
1820000000000000;23000000000000000;10100000000000000;278
14800000000000000;12200000000000000;10400000000000000;400
18300000000000000;2470000000000000;10800000000000000;288
1680000000000000;11400000000000000;10800000000000000;306
13700000000000000;1190000000000000;11000000000000000;549
829000000000000;11900000000000000;10100000000000000;514
897000000000000;15600000000000000;10700000000000000;265
10200000000000000;1430000000000000;10100000000000000;316
15400000000000000;10100000000000000;10900000000000000;326
1550000000000000;11000000000000000;10200000000000000;287
8490000000000000;23000000000000000;10100000000000000;53
7740000000000000;14300000000000000;10300000000000000;312
11600000000000000;13500000000000000;10900000000000000;520
15300000000000000;1260000000000000;10100000000000000;367
1660000000000000;24200000000000000;10000000000000000;258
15300000000000000;25600000000000000;10800000000000000;247
9750000000000000;14700000000000000;10800000000000000;337
8680000000000000;12700000000000000;10600000000000000;490
1670000000000000;24800000000000000;10400000000000000;252
717000000000000;15100000000000000;1090000000000000;301
17400000000000000;25800000000000000;10200000000000000;243
15600000000000000;2560000000000000;1050000000000000;243
18700000000000000;24600000000000000;10900000000000000;295
917000000000000;1400000000000000;1030000000000000;348
16200000000000000;10400000000000000;10700000000000000;276
15800000000000000;10800000000000000;11000000000000000;343
17000000000000000;24900000000000000;10300000000000000;251
160000000000000;25000000000000000;10600000000000000;254
9200000000000000;13400000000000000;10400000000000000;399
7920000000000000;1470000000000000;10800000000000000;331
10200000000000000;14100000000000000;10400000000000000;353
864000000000000;150000000000000;10100000000000000;266
7380000000000000;2350000000000000;10100000000000000;46
8580000000000000;13200000000000000;10500000000000000;420
8430000000000000;22500000000000000;10100000000000000;58
7600000000000000;13700000000000000;10800000000000000;409
7850000000000000;22400000000000000;10100000000000000;57
1420000000000000;11900000000000000;10800000000000000;494
8730000000000000;15200000000000000;10500000000000000;281
16700000000000000;12000000000000000;10600000000000000;317
10400000000000000;1530000000000000;10200000000000000;265
6800000000000000;1270000000000000;10300000000000000;450
8290000000000000;15000000000000000;1020000000000000;275
1620000000000000;25300000000000000;10400000000000000;247
1460000000000000;120000000000000;10500000000000000;416
17100000000000;2550000000000000;1050000000000000;251
8680000000000000;229000000000000;10700000000000000;60
7590000000000000;2280000000000000;10400000000000000;57
8020000000000000;211000000000000;10200000000000000;78
12000000000000000;13900000000000000;10100000000000000;423
8390000000000000;14500000000000000;1050000000000000;313
8760000000000000;14500000000000000;10400000000000000;308
9630000000000000;1400000000000000;10900000000000000;410
15200000000000000;107000000000000;10200000000000000;296
1660000000000000;11700000000000000;10800000000000000;316
7700000000000000;2380000000000000;1070000000000000;53
73300000000000;20600000000000000;1080000000000000;92
1560000000000000;25300000000000000;10900000000000000;252
8700000000000000;1430000000000000;10400000000000000;324
15500000000000000;10800000000000000;10900000000000000;357
8460000000000000;14000000000000000;10800000000000000;388
17600000000000000;24100000000000000;10800000000000000;278
7550000000000000;13900000000000000;1040000000000000;359
15500000000000000;10600000000000000;10500000000000000;303
10100000000000000;15800000000000000;10700000000000000;270
15400000000000000;10200000000000000;10700000000000000;315
8690000000000000;14400000000000000;1080000000000000;360
7530000000000000;15000000000000000;10900000000000000;307
9300000000000000;2260000000000000;11000000000000000;78
16900000000000000;23800000000000000;10600000000000000;267
18600000000000000;23800000000000000;10400000000000000;287
19000000000000000;24600000000000000;10500000000000000;294
1030000000000000;15000000000000000;10500000000000000;299
8970000000000000;13600000000000000;1030000000000000;385
8420000000000000;22400000000000000;10900000000000000;72
13800000000000000;13500000000000000;10500000000000000;557
1790000000000000;24500000000000000;10600000000000000;276
14900000000000000;11300000000000000;10300000000000000;355
1670000000000000;23700000000000000;10500000000000000;263
8630000000000000;1410000000000000;1020000000000000;330
18200000000000000;2550000000000000;10000000000000000;253
5610000000000000;23400000000000000;10600000000000000;36
9090000000000000;15600000000000000;10400000000000000;252
665000000000000;22100000000000000;10600000000000000;61
1760000000000000;2600000000000000;10700000000000000;255
7670000000000000;22200000000000000;10700000000000000;71
8110000000000000;1480000000000000;1030000000000000;287
1550000000000000;10200000000000000;1030000000000000;268
16000000000000000;1060000000000000;10400000000000000;269
6550000000000000;22500000000000000;11000000000000000;67
8260000000000000;15100000000000000;10400000000000000;277
7920000000000000;24000000000000000;1010000000000000;48
16900000000000000;24500000000000000;10200000000000000;255
5660000000000000;23300000000000000;10100000000000000;28
17800000000000;25000000000000000;10800000000000000;277
8220000000000000;12900000000000000;10600000000000000;464
18500000000000000;24900000000000000;10100000000000000;265
7220000000000000;21100000000000000;10400000000000000;75
1440000000000000;932000000000000;10200000000000000;314
983000000000000;15400000000000000;10500000000000000;278
14000000000000000;1190000000000000;1040000000000000;443
15300000000000000;12100000000000000;10200000000000000;354
6940000000000000;23900000000000000;10300000000000000;40
10000000000000000;16300000000000000;10300000000000000;221
9020000000000000;12700000000000000;10200000000000000;452
9610000000000000;14000000000000000;1100000000000000;410
1430000000000000;10700000000000000;10900000000000000;431
1920000000000000;25100000000000000;10300000000000000;281
8780000000000000;14600000000000000;10800000000000000;341
8320000000000000;23900000000000000;10600000000000000;51
10600000000000000;15200000000000000;10300000000000000;274
15300000000000000;1030000000000000;10600000000000000;318
6750000000000000;23600000000000000;10600000000000000;45
1500000000000000;1180000000000000;10500000000000000;381
15300000000000000;12700000000000000;10200000000000000;391
8430000000000000;16000000000000000;10800000000000000;250
7140000000000000;15400000000000000;10700000000000000;280
6910000000000000;24200000000000000;10600000000000000;45
9380000000000000;2320000000000000;10400000000000000;59
16000000000000000;24900000000000000;10400000000000000;251
8000000000000000;21600000000000000;1080000000000000;79
16800000000000000;24600000000000000;10100000000000000;251
7590000000000000;25000000000000000;11000000000000000;47
1680000000000000;11600000000000000;10200000000000000;244
9120000000000000;22400000000000000;11000000000000000;82
8220000000000000;14300000000000000;10400000000000000;323
15600000000000000;11700000000000000;10900000000000000;390
17400000000000000;24700000000000000;10200000000000000;255
1760000000000000;1220000000000000;10200000000000000;235
7760000000000000;12600000000000000;10900000000000000;526
16900000000000000;2450000000000000;10200000000000000;256
14500000000000000;12100000000000000;1070000000000000;467
9520000000000000;13900000000000000;10000000000000000;323
1620000000000000;11300000000000000;1090000000000000;334
7160000000000000;23500000000000000;10400000000000000;49
6980000000000000;145000000000000;10800000000000000;342
1550000000000000;10800000000000000;10800000000000000;344
8620000000000000;2330000000000000;10800000000000000;56
1510000000000000;9100000000000000;10700000000000000;299
1570000000000000;2420000000000000;11000000000000000;263
8430000000000000;14700000000000000;1100000000000000;339
9070000000000000;23200000000000000;10200000000000000;53
917000000000000;15200000000000000;10900000000000000;308
656000000000000;2270000000000000;1020000000000000;46
8260000000000000;15200000000000000;10300000000000000;265
7540000000000000;2350000000000000;10400000000000000;51
925000000000000;1480000000000000;11000000000000000;342
10000000000000000;16000000000000000;10400000000000000;240
14400000000000000;1240000000000000;10600000000000000;471
8900000000000000;13900000000000000;11000000000000000;410
14900000000000000;11700000000000000;10900000000000000;433
8460000000000000;24000000000000000;11000000000000000;53
15400000000000000;24000000000000000;10500000000000000;261
1600000000000000;11500000000000000;10300000000000000;301
7160000000000000;1580000000000000;11000000000000000;274
10200000000000000;15200000000000000;10100000000000000;261
14500000000000000;11200000000000000;10500000000000000;383
789000000000000;14600000000000000;10500000000000000;307
15900000000000000;12200000000000000;10100000000000000;311
8210000000000000;136000000000000;10700000000000000;403
15800000000000000;11300000000000000;10500000000000000;326
1520000000000000;23900000000000000;11000000000000000;264
17300000000000000;25300000000000000;10200000000000000;246
8360000000000000;14300000000000000;10500000000000000;333
8330000000000000;14300000000000000;10500000000000000;340
7960000000000000;14400000000000000;10100000000000000;296
7560000000000000;22700000000000000;10500000000000000;58
784000000000000;23800000000000000;10300000000000000;49
10200000000000000;15100000000000000;10600000000000000;303
9390000000000000;13900000000000000;10400000000000000;382
7090000000000000;13100000000000000;10200000000000000;396
7780000000000000;13000000000000000;10100000000000000;399
9320000000000000;15200000000000000;10100000000000000;253
8310000000000000;1350000000000000;10400000000000000;393
16900000000000000;2630000000000000;10400000000000000;235
19800000000000000;2740000000000000;10000000000000000;260
7420000000000000;15600000000000000;10300000000000000;239
8540000000000000;13100000000000000;10500000000000000;424
18500000000000000;24800000000000000;10600000000000000;282
15000000000000000;11400000000000000;1080000000000000;402
8260000000000000;15400000000000000;10900000000000000;285
5370000000000000;2260000000000000;1010000000000000;26
1470000000000000;11100000000000000;1050000000000000;364
1750000000000000;23600000000000000;10700000000000000;277
15100000000000000;11400000000000000;10600000000000000;368
15700000000000000;11000000000000000;10700000000000000;331
15800000000000000;10600000000000000;10600000000000000;297
808000000000000;22600000000000000;10200000000000000;55
9820000000000000;13500000000000000;10900000000000000;448
669000000000000;2250000000000000;10700000000000000;57
7970000000000000;14700000000000000;10300000000000000;289
10400000000000000;14500000000000000;10900000000000000;398
16500000000000000;11100000000000000;10500000000000000;273
6630000000000000;21700000000000000;10600000000000000;65
10500000000000000;1360000000000000;1090000000000000;470
16900000000000000;23000000000000000;10800000000000000;277
16800000000000000;12900000000000000;10800000000000000;381
15700000000000000;11200000000000000;10800000000000000;350
7170000000000000;20600000000000000;10200000000000000;73
749000000000000;2160000000000000;10400000000000000;74
8570000000000000;15500000000000000;10000000000000000;236
825000000000000;14700000000000000;10300000000000000;293
7950000000000000;14300000000000000;10400000000000000;323
16000000000000000;24000000000000000;10400000000000000;260
1570000000000000;8520000000000000;10900000000000000;280
9990000000000000;12800000000000000;10000000000000000;419
16400000000000000;12700000000000000;1080000000000000;385
15100000000000000;10400000000000000;10100000000000000;286
14800000000000000;12200000000000000;10700000000000000;449
7240000000000000;14200000000000000;10800000000000000;375
7700000000000000;13000000000000000;10800000000000000;475
9110000000000000;14800000000000000;10000000000000000;277
16600000000000000;2580000000000000;10100000000000000;235
8660000000000000;17000000000000000;1010000000000000;160
10200000000000000;14000000000000000;10500000000000000;387
6680000000000000;2340000000000000;10600000000000000;43
6600000000000000;22900000000000000;10100000000000000;40
10600000000000000;13800000000000000;10700000000000000;429
7550000000000000;2400000000000000;10600000000000000;49
17300000000000000;1160000000000000;1100000000000000;292
15500000000000000;2520000000000000;11000000000000000;255
7110000000000000;2300000000000000;1000000000000000;41
7710000000000000;2270000000000000;10700000000000000;60
7410000000000000;14500000000000000;10100000000000000;288
9700000000000000;14300000000000000;1050000000000000;341
17500000000000000;24600000000000000;10600000000000000;269
15000000000000000;10800000000000000;10600000000000000;344
13800000000000000;11500000000000000;10900000000000000;509
6700000000000000;2180000000000000;10100000000000000;56
14400000000000000;11500000000000000;10500000000000000;411
145000000000000;12100000000000000;10500000000000000;442
8010000000000000;13500000000000000;10200000000000000;381
8500000000000000;15500000000000000;1100000000000000;290
8270000000000000;23600000000000000;10300000000000000;51
1010000000000000;1630000000000000;10500000000000000;236
15700000000000000;11200000000000000;10100000000000000;286
11100000000000000;1370000000000000;10400000000000000;434
8740000000000000;12400000000000000;10300000000000000;478
16900000000000000;2390000000000000;10000000000000000;260
10300000000000000;1390000000000000;10700000000000000;414
6780000000000000;21800000000000000;1060000000000000;69
8440000000000000;1340000000000000;1050000000000000;403
15100000000000000;1180000000000000;10100000000000000;334
62100000000000000;2380000000000000;10100000000000000;30
15400000000000000;10300000000000000;10600000000000000;306
7190000000000000;20900000000000000;10700000000000000;90
7730000000000000;1350000000000000;10100000000000000;373
9100000000000000;13100000000000000;10000000000000000;397
15900000000000000;1080000000000000;10100000000000000;251
8710000000000000;16000000000000000;11000000000000000;256
16200000000000000;2530000000000000;10000000000000000;243
9900000000000000;15500000000000000;10700000000000000;291
16400000000000000;11200000000000000;1050000000000000;281
18100000000000000;2500000000000000;1090000000000000;283
7580000000000000;23100000000000000;10800000000000000;58
8840000000000000;2220000000000000;10700000000000000;73
9290000000000000;13500000000000000;11000000000000000;454
14700000000000000;10900000000000000;10100000000000000;319
7350000000000000;14300000000000000;10500000000000000;338
626000000000000;2220000000000000;10700000000000000;60
8240000000000000;13600000000000000;10600000000000000;404
8400000000000000;140000000000000;10700000000000000;381
818000000000000;15400000000000000;10700000000000000;277
15400000000000000;9370000000000000;10400000000000000;270
8020000000000000;2320000000000000;1050000000000000;55
1020000000000000;13100000000000000;10200000000000000;414
18800000000000000;24300000000000000;10300000000000000;288
19400000000000000;23100000000000000;1060000000000000;319
14700000000000000;894000000000000;10400000000000000;304
10100000000000000;13700000000000000;10100000000000000;360
9500000000000000;12000000000000000;11000000000000000;600
18700000000000000;24000000000000000;10100000000000000;282
18200000000000000;24000000000000000;108000000000000;288
6900000000000000;21900000000000000;11000000000000000;77
1700000000000000;2480000000000000;1090000000000000;270
10300000000000000;14700000000000000;10000000000000000;293
9060000000000000;15000000000000000;10800000000000000;308
9130000000000000;16200000000000000;1040000000000000;216
7350000000000000;24400000000000000;10600000000000000;47
7360000000000000;1220000000000000;10400000000000000;512
7110000000000000;2230000000000000;1070000000000000;66
7610000000000000;159000000000000;1040000000000000;228
9100000000000000;1390000000000000;10900000000000000;404
1670000000000000;24700000000000000;10000000000000000;249
16100000000000000;2700000000000000;10300000000000000;224
13800000000000000;1080000000000000;1090000000000000;474
15400000000000000;1130000000000000;10000000000000000;293
16700000000000000;26500000000000000;10700000000000000;236
10400000000000000;1480000000000000;10800000000000000;346
8180000000000000;14500000000000000;10600000000000000;322
9640000000000000;13700000000000000;11000000000000000;435
5930000000000000;2450000000000000;10300000000000000;26
750000000000000;14500000000000000;10300000000000000;304
7820000000000000;23300000000000000;11000000000000000;59
7540000000000000;22300000000000000;1090000000000000;71
8210000000000000;22600000000000000;10700000000000000;64
9590000000000000;14500000000000000;10100000000000000;297
10800000000000000;13800000000000000;10300000000000000;395
1680000000000000;12500000000000000;10800000000000000;360
7360000000000000;23900000000000000;1080000000000000;51
9580000000000000;14600000000000000;10500000000000000;315
17400000000000000;2530000000000000;10400000000000000;253
7600000000000000;14200000000000000;10700000000000000;360
1740000000000000;24800000000000000;10200000000000000;255
6700000000000000;24200000000000000;10500000000000000;39
15600000000000000;12300000000000000;10100000000000000;336
1850000000000000;2290000000000000;10800000000000000;303
7390000000000000;22100000000000000;10600000000000000;70
17900000000000000;10000000000000000;1090000000000000;182
830000000000000;1400000000000000;10400000000000000;360
6640000000000000;23400000000000000;10900000000000000;52
1620000000000000;11700000000000000;10700000000000000;334
8040000000000000;20800000000000000;10800000000000000;92
7150000000000000;16800000000000000;10000000000000000;150
78900000000000;12400000000000000;10100000000000000;467
55900000000000000;24700000000000000;1000000000000000;9
9850000000000000;14100000000000000;10300000000000000;341
684000000000000;2370000000000000;1010000000000000;37
8180000000000000;14800000000000000;10500000000000000;297
9670000000000000;13800000000000000;10800000000000000;412
1490000000000000;11800000000000000;10000000000000000;343
1610000000000000;10000000000000000;10300000000000000;241
12700000000000000;12600000000000000;10200000000000000;549
8260000000000000;23400000000000000;10300000000000000;53
17900000000000000;24200000000000000;10800000000000000;280
16900000000000000;2480000000000000;10100000000000000;248
7310000000000000;21500000000000000;10200000000000000;70
785000000000000;13800000000000000;1000000000000000;338
15600000000000000;24600000000000000;10500000000000000;258
16200000000000000;24300000000000000;10700000000000000;260
15200000000000000;10400000000000000;10000000000000000;267
8020000000000000;17100000000000000;10000000000000000;148
1580000000000000;11200000000000000;10500000000000000;314
8950000000000000;13700000000000000;10300000000000000;380
9140000000000000;14300000000000000;1080000000000000;376
10700000000000000;14500000000000000;10400000000000000;341
9780000000000000;1410000000000000;1020000000000000;328
8420000000000000;13100000000000000;11000000000000000;478
1440000000000000;9220000000000000;10200000000000000;314
10300000000000000;15700000000000000;10200000000000000;249
11000000000000000;13900000000000000;10100000000000000;371
7990000000000000;1340000000000000;10800000000000000;436
8470000000000000;14100000000000000;10300000000000000;331
1060000000000000;15000000000000000;10100000000000000;279
8650000000000000;23100000000000000;106000000000000;56
67300000000000;24300000000000000;10500000000000000;39
16400000000000000;9990000000000000;10100000000000000;207
14800000000000000;10200000000000000;10200000000000000;306
8350000000000000;14200000000000000;10700000000000000;367
8760000000000000;14900000000000000;10100000000000000;275
7430000000000000;23900000000000000;10300000000000000;46
10700000000000000;13900000000000000;10200000000000000;375
14000000000000000;11400000000000000;10500000000000000;444
16200000000000000;26400000000000000;10500000000000000;232
15100000000000000;1020000000000000;1070000000000000;323
10700000000000000;13100000000000000;10800000000000000;517
10700000000000000;1310000000000000;11000000000000000;536
59200000000000000;23200000000000000;10100000000000000;31
7220000000000000;24600000000000000;10300000000000000;42
8200000000000000;1420000000000000;10300000000000000;320
15200000000000000;11700000000000000;10400000000000000;352
8240000000000000;14600000000000000;10700000000000000;323
9440000000000000;1350000000000000;10700000000000000;426
6910000000000000;23900000000000000;10100000000000000;37
606000000000000;2530000000000000;1040000000000000;18
9330000000000000;14200000000000000;1020000000000000;315
18200000000000000;247000000000000;10500000000000000;280
15100000000000000;11300000000000000;1010000000000000;319
1440000000000000;11800000000000000;10100000000000000;382
17700000000000000;24100000000000000;10200000000000000;268
8850000000000000;13700000000000000;10800000000000000;406
15300000000000000;12500000000000000;10400000000000000;399
10100000000000000;14500000000000000;10100000000000000;301
7830000000000000;1570000000000000;1050000000000000;249
989000000000000;13500000000000000;10300000000000000;397
6310000000000000;24100000000000000;10700000000000000;38
7930000000000000;24500000000000000;11000000000000000;50
8040000000000000;1540000000000000;10100000000000000;241
668000000000000;24000000000000000;10200000000000000;37
1750000000000000;2620000000000000;10900000000000000;259
10700000000000000;13900000000000000;10300000000000000;398
667000000000000;23300000000000000;1080000000000000;50
14800000000000000;11000000000000000;10900000000000000;401
18600000000000000;12400000000000000;10600000000000000;265
1050000000000000;14900000000000000;10600000000000000;328
7600000000000000;2410000000000000;10900000000000000;52
9050000000000000;14400000000000000;1040000000000000;314
