X-coordinate;Y-coordinate;R-Radius
3260000000000000;-1320000000000000;3020000000000000
3310000000000000;-21800000000000000;494000000000000
3270000000000000;-7070000000000000;3980000000000000
32500000000000000;-3970000000000000;2670000000000000
32800000000000000;-148000000000000;3280000000000000
3070000000000000;-13300000000000000;36500000000000000
10700000000000000;-1510000000000000;35200000000000000
1040000000000000;-8440000000000000;3560000000000000
9370000000000000;-7180000000000000;24900000000000000
8840000000000000;-32500000000000000;30600000000000000
3330000000000000;-11900000000000000;46200000000000000
9620000000000000;-10700000000000000;41400000000000000
50000000000000000;-6570000000000000;45100000000000000
34400000000000000;-11400000000000000;3610000000000000
9510000000000000;-9600000000000000;34900000000000000
9810000000000000;-777000000000000;33600000000000000
32300000000000000;-1520000000000000;40300000000000000
32900000000000;-14200000000000000;4630000000000000
32000000000000000;-15400000000000000;36000000000000000
4520000000000000;-6150000000000000;5090000000000000
3150000000000000;-13300000000000000;5120000000000000
3400000000000000;-541000000000;4710000000000000
4640000000000000;-39300000000000000;5480000000000000
9080000000000000;-222000000000000;2520000000000000
52000000000000000;-7980000000000000;5320000000000000
10900000000000000;-2040000000000000;5720000000000000
3330000000000000;-387000000000000;3960000000000000
31600000000000000;-12700000000000000;35000000000000000
3420000000000000;2390000000000000;3600000000000000
3210000000000000;-1390000000000000;4350000000000000
31700000000000000;-15900000000000000;582000000000000
11100000000000000;-3800000000000000;3720000000000000
9240000000000000;36700000000000000;5190000000000000
11300000000000000;-8310000000000000;5290000000000000
3220000000000000;-13600000000000000;35600000000000000
3040000000000000;-13300000000000000;3060000000000000
33200000000000000;-2930000000000000;5250000000000000
893000000000000;-21600000000000000;3950000000000000
3120000000000000;-13900000000000000;30600000000000000
3390000000000000;-14500000000000000;38100000000000000
8540000000000000;-14600000000000000;22800000000000000
1030000000000000;-24200000000000000;2630000000000000
30300000000000000;-1400000000000000;4190000000000000
11000000000000000;-2230000000000000;3780000000000000
4430000000000000;-55500000000000000;4710000000000000
3310000000000000;-13900000000000000;3460000000000000
9580000000000000;-10500000000000000;39400000000000000
34800000000000000;-1420000000000000;3770000000000000
31300000000000000;-14500000000000000;4110000000000000
10400000000000000;-1910000000000000;3310000000000000
9640000000000000;-7660000000000000;35900000000000000
43100000000000000;-56900000000000000;4190000000000000
3250000000000000;-12200000000000000;3930000000000000
9820000000000000;-8910000000000000;49900000000000000
9290000000000000;-24700000000000000;4380000000000000
32400000000000000;-18300000000000000;4790000000000000
10100000000000000;-24400000000000000;42300000000000000
4150000000000000;-3430000000000000;3010000000000000
10100000000000000;-7280000000000000;32400000000000000
31500000000000000;-1330000000000000;6310000000000000
34200000000000000;-4370000000000000;28900000000000000
3300000000000000;7730000000000000;35300000000000000
10300000000000000;-10100000000000000;4720000000000000
3480000000000000;-1630000000000000;27800000000000000
345000000000000;-13600000000000000;5210000000000000
9810000000000000;-15600000000000000;5430000000000000
10600000000000000;-7800000000000000;15400000000000000
3380000000000000;-14100000000000000;19200000000000000
11300000000000000;-12200000000000000;28100000000000000
12100000000000000;-8540000000000000;3340000000000000
9880000000000000;-7940000000000000;3890000000000000
4290000000000000;-678000000000000;4370000000000000
11200000000000000;-8540000000000000;28100000000000000
11500000000000000;-4100000000000000;4780000000000000
3260000000000000;-11500000000000000;561000000000000
8240000000000000;-36900000000000000;5010000000000000
3270000000000000;-3950000000000000;48400000000000000
33400000000000000;-14400000000000000;45900000000000000
7250000000000000;-28000000000000000;3550000000000000
9060000000000000;-18100000000000000;5100000000000000
8710000000000000;-29100000000000000;35200000000000000
30300000000000000;-14200000000000000;44100000000000000
3420000000000000;-15200000000000000;39400000000000000
33900000000000000;-13300000000000000;42700000000000000
33100000000000000;-37300000000000000;3510000000000000
11500000000000000;-8400000000000000;38400000000000000
8780000000000000;-20800000000000000;45700000000000000
3520000000000000;-4600000000000000;3070000000000000
6650000000000000;-10000000000000000;2460000000000000
34700000000000000;9160000000000000;1960000000000000
318000000000000;-15200000000000000;5470000000000000
4780000000000000;-49600000000000000;37600000000000000
44300000000000000;-6410000000000000;3850000000000000
32300000000000000;-13000000000000000;2960000000000000
3440000000000000;-13300000000000000;5370000000000000
26400000000000000;-6970000000000000;26100000000000000
31600000000000000;-13700000000000000;27400000000000000
10400000000000000;-14500000000000000;3480000000000000
10100000000000000;-20600000000000000;6350000000000000
10700000000000000;-7640000000000000;24700000000000000
11500000000000000;-7680000000000000;38600000000000000
3190000000000000;-13700000000000000;29000000000000
33600000000000000;-4940000000000000;22400000000000000
10500000000000000;-2070000000000000;3060000000000000
9310000000000000;-13100000000000000;46200000000000000
3620000000000000;29300000000000000;34200000000000000
3360000000000000;-38800000000000000;3940000000000000
4960000000000000;-7050000000000000;42500000000000000
929000000000000;-7800000000000000;4500000000000000
9860000000000000;-8170000000000000;4710000000000000
33100000000000000;-5170000000000000;4310000000000000
9080000000000000;-16100000000000000;41500000000000000
5040000000000000;-702000000000000;39100000000000000
3520000000000000;-9690000000000000;41700000000000000
981000000000000;-14100000000000000;27200000000000000
3450000000000000;-5460000000000000;14100000000000000
9270000000000000;-96600000000000;26000000000000000
9270000000000000;-25700000000000000;37100000000000000
22800000000000000;-6320000000000000;37400000000000000
936000000000000;-20500000000000000;5620000000000000
11100000000000000;-10800000000000000;36500000000000000
3320000000000000;-14000000000000000;3480000000000000
39200000000000000;-7330000000000000;4910000000000000
38500000000000000;-5350000000000000;4920000000000000
44300000000000000;-60700000000000000;44000000000000
33300000000000000;-11400000000000000;49400000000000000
34400000000000000;-13300000000000000;5760000000000000
29000000000000000;-53600000000000000;3020000000000000
10100000000000000;-28300000000000000;32100000000000000
11300000000000000;-10500000000000000;3560000000000000
3210000000000000;-24300000000000000;2660000000000000
10300000000000000;-9230000000000000;28700000000000000
10800000000000000;-7540000000000000;3020000000000000
10700000000000000;-30300000000000000;40000000000000000
11100000000000000;-8360000000000000;40800000000000000
8990000000000000;-2000000000000000;361000000000000
33700000000000000;-16200000000000000;37100000000000000
32900000000000000;-1740000000000000;3010000000000000
11000000000000000;-7970000000000000;41200000000000000
7710000000000000;-14700000000000000;48600000000000000
34300000000000000;-13800000000000000;30300000000000000
2460000000000000;-5680000000000000;19200000000000000
10100000000000000;-7610000000000000;272000000000000
41800000000000000;-660000000000000;42600000000000000
890000000000000;-7860000000000000;35200000000000000
8750000000000000;-3530000000000000;39900000000000000
32100000000000000;-12600000000000000;19800000000000000
3010000000000000;-13700000000000000;26900000000000000
3160000000000000;-1420000000000000;3850000000000000
10600000000000000;-853000000000000;4010000000000000
10300000000000000;-976000000000000;36000000000000000
884000000000000;-8240000000000000;5130000000000000
9500000000000000;-7770000000000000;22400000000000000
3300000000000000;-13500000000000000;3970000000000000
3130000000000000;-14700000000000000;5890000000000000
3160000000000000;-14000000000000000;5370000000000000
32800000000000000;-15200000000000000;5010000000000000
10700000000000000;-18800000000000000;1320000000000000
10400000000000000;-7910000000000000;4570000000000000
8710000000000000;-2180000000000000;35600000000000000
316000000000000;-13700000000000000;18700000000000000
9390000000000000;-6780000000000000;38200000000000000
9200000000000000;-12900000000000000;29300000000000000
12000000000000000;-9450000000000000;21800000000000000
11800000000000000;-886000000000000;511000000000000
32500000000000000;-1160000000000000;5390000000000000
3050000000000000;-6280000000000000;2950000000000000
3250000000000000;-15000000000000000;4150000000000000
9880000000000000;-15600000000000000;4270000000000000
11400000000000000;-795000000000000;3610000000000000
8760000000000000;-38600000000000000;46900000000000000
24600000000000000;-6320000000000000;41700000000000000
3190000000000000;-15200000000000000;5840000000000000
3350000000000000;-13100000000000000;3140000000000000
31800000000000000;-13400000000000000;43600000000000000
31900000000000000;-14500000000000000;40000000000000000
3300000000000000;-1340000000000000;38800000000000000
32700000000000000;-14800000000000000;41600000000000000
31400000000000000;-13400000000000000;33400000000000000
3230000000000000;-13700000000000000;4030000000000000
32600000000000000;-1590000000000000;37500000000000000
3350000000000000;-16700000000000000;35400000000000000
3240000000000000;-14200000000000000;33500000000000000
31900000000000000;-1490000000000000;5380000000000000
4920000000000000;-6350000000000000;31000000000000000
3290000000000000;-12100000000000000;3510000000000000
5660000000000000;-528000000000000;3690000000000000
12000000000000000;-9060000000000000;4270000000000000
9320000000000000;-7910000000000000;5150000000000000
32500000000000000;-5960000000000000;35000000000000000
3440000000000000;-8020000000000000;3230000000000000
1020000000000000;-8140000000000000;3180000000000000
11200000000000000;-6890000000000000;4020000000000000
348000000000000;-2290000000000000;22500000000000000
10300000000000000;-8330000000000000;4830000000000000
8800000000000000;-13600000000000000;3710000000000000
32400000000000000;-13600000000000000;35600000000000000
10200000000000000;-12900000000000000;47400000000000000
10400000000000000;-2940000000000000;4550000000000000
3410000000000000;-8250000000000000;3200000000000000
3330000000000000;-20800000000000000;4270000000000000
11200000000000000;-8370000000000000;35900000000000000
404000000000000;-4890000000000000;36900000000000000
9930000000000000;-9100000000000000;46500000000000000
9850000000000000;-8440000000000000;4000000000000000
10700000000000000;-1630000000000000;36500000000000000
9040000000000000;-8100000000000000;311000000000000
1010000000000000;-10600000000000000;39700000000000000
1110000000000000;-7090000000000000;46300000000000000
10800000000000000;-14900000000000000;41300000000000000
30000000000000000;-15000000000000000;2070000000000000
36200000000000000;-4850000000000000;35500000000000000
3470000000000000;6680000000000000;5120000000000000
3200000000000000;-14500000000000000;3920000000000000
9850000000000000;-8320000000000000;32400000000000000
3160000000000000;-7060000000000000;407000000000000
3650000000000000;-5990000000000000;27700000000000000
4520000000000000;-6120000000000000;41100000000000000
10800000000000000;-10300000000000000;3620000000000000
3390000000000000;-29200000000000000;4240000000000000
11600000000000000;-7820000000000000;33500000000000000
8290000000000000;-8900000000000000;4260000000000000
10400000000000000;-3140000000000000;39400000000000000
3510000000000000;-7460000000000000;3840000000000000
3230000000000000;-16000000000000000;2490000000000000
35600000000000000;-5460000000000000;2320000000000000
11200000000000000;-2480000000000000;32200000000000000
2630000000000000;-554000000000000;5240000000000000
3420000000000000;-1480000000000000;43900000000000000
3820000000000000;-6180000000000000;432000000000000
2550000000000000;-7480000000000000;5130000000000000
1170000000000000;-714000000000000;3320000000000000
9630000000000000;-18100000000000000;47700000000000000
3290000000000000;-13100000000000000;34200000000000000
1040000000000000;-762000000000000;4440000000000000
9620000000000000;-1550000000000000;4620000000000000
10400000000000000;-16400000000000000;31800000000000000
394000000000000;-5130000000000000;5090000000000000
11000000000000000;-877000000000000;3130000000000000
3280000000000000;-16300000000000000;4330000000000000
31200000000000000;-6390000000000000;5270000000000000
11500000000000000;-7240000000000000;39100000000000000
32900000000000000;2500000000000000;4540000000000000
3420000000000000;2890000000000000;2930000000000000
11300000000000000;-7980000000000000;27600000000000000
10800000000000000;-7320000000000000;42500000000000000
11600000000000000;-9170000000000000;4080000000000000
11500000000000000;-27700000000000000;3330000000000000
34400000000000000;-15000000000000000;39500000000000000
9820000000000000;-8880000000000000;45600000000000000
3380000000000000;-18000000000000000;3080000000000000
33900000000000000;4630000000000000;4030000000000000
3390000000000000;-8060000000000000;4240000000000000
3420000000000000;-17700000000000000;43700000000000000
10900000000000000;-1200000000000000;5270000000000000
5370000000000000;-5780000000000000;37500000000000
34100000000000000;-2060000000000000;5200000000000000
340000000000000;-15400000000000000;38100000000000000
10500000000000000;-7350000000000000;34800000000000000
4420000000000000;-5850000000000000;5770000000000000
3540000000000000;-13500000000000000;4270000000000000
9370000000000000;-27800000000000000;47400000000000000
3050000000000000;-15200000000000000;40000000000000000
28100000000000000;-45100000000000000;3900000000000000
11500000000000000;-9680000000000000;27500000000000000
10500000000000000;-18900000000000000;403000000000000
10800000000000000;-2480000000000000;3580000000000000
3540000000000000;-4810000000000000;3870000000000000
10400000000000000;-8200000000000000;3680000000000000
34800000000000000;-14100000000000000;38300000000000000
32600000000000000;-1370000000000000;26900000000000000
32200000000000000;-14000000000000000;4880000000000000
38500000000000000;-7520000000000000;3440000000000000
12600000000000000;-8190000000000000;3970000000000000
33200000000000000;-15200000000000000;5310000000000000
35000000000000000;-43600000000000000;3330000000000000
40900000000000000;-6870000000000000;2920000000000000
10100000000000000;-38200000000000000;37000000000000000
3280000000000000;-13600000000000000;4640000000000000
11700000000000000;-7850000000000000;421000000000000
4120000000000000;-55400000000000000;3440000000000000
978000000000000;-8380000000000000;3780000000000000
3600000000000000;-7260000000000000;49000000000000000
9090000000000000;-19500000000000000;43100000000000000
33500000000000000;-5650000000000000;6170000000000
33100000000000000;-3960000000000000;3820000000000000
8710000000000000;-33100000000000000;3600000000000000
10000000000000000;-20300000000000000;5280000000000000
10600000000000000;-8980000000000000;249000000000000
8250000000000000;-38400000000000000;6290000000000000
10300000000000000;-73700000000000000;3520000000000000
3260000000000000;-15200000000000000;2180000000000000
3740000000000000;-6040000000000000;19800000000000000
11800000000000000;-7360000000000000;5090000000000000
319000000000000;-3460000000000000;2660000000000000
4890000000000000;-6600000000000000;351000000000000
7840000000000000;-68000000000000000;5010000000000000
9120000000000000;-3020000000000000;43900000000000000
3390000000000000;-12900000000000000;24000000000000000
30000000000000000;-13700000000000000;31500000000000000
3230000000000000;-14200000000000000;47200000000000000
11700000000000000;-8660000000000000;323000000000000
1190000000000000;-7230000000000000;27800000000000000
3620000000000000;-17800000000000000;3650000000000000
8730000000000000;-4370000000000000;36800000000000000
34400000000000000;-11300000000000000;4920000000000000
32000000000000000;-2640000000000000;2040000000000000
3320000000000000;-4640000000000000;2920000000000000
4370000000000000;-6500000000000000;2570000000000000
349000000000000;-6470000000000000;5090000000000000
12700000000000000;-795000000000000;5600000000000000
9180000000000000;-13600000000000000;2910000000000000
10800000000000000;-767000000000000;532000000000000
30800000000000000;-14000000000000000;30500000000000000
33600000000000000;-1980000000000000;5860000000000000
3330000000000000;-1480000000000000;39700000000000000
2280000000000000;-5230000000000000;4600000000000000
3480000000000000;-4400000000000000;29100000000000000
10600000000000000;-6870000000000000;3970000000000000
10700000000000000;-19300000000000000;47000000000000000
11700000000000000;-7120000000000000;30600000000000000
3750000000000000;-35500000000000000;36900000000000000
9150000000000000;-8750000000000000;4190000000000000
3310000000000000;-4170000000000000;47200000000000000
3440000000000000;-1360000000000000;31500000000000000
8750000000000000;-2220000000000000;5570000000000000
9440000000000000;-8460000000000000;3870000000000000
49300000000000;-7150000000000000;5680000000000000
9790000000000000;-21800000000000000;30600000000000000
9540000000000000;-941000000000000;3930000000000000
3230000000000000;-12700000000000000;49600000000000000
3300000000000000;-7560000000000000;5730000000000000
33500000000000000;-68800000000000000;47300000000000000
10000000000000000;-7960000000000000;5050000000000000
32900000000000000;21500000000000000;3460000000000000
344000000000000;16300000000000000;2430000000000000
3050000000000000;-13600000000000000;40600000000000000
9820000000000000;-20000000000000000;2980000000000000
3470000000000000;6860000000000000;3590000000000000
115000000000000;-9060000000000000;45400000000000000
33900000000000000;-3140000000000000;36700000000000000
3390000000000000;-15300000000000000;3600000000000000
3210000000000000;-13300000000000000;5020000000000000
3320000000000000;-2170000000000000;5950000000000000
3310000000000000;-5080000000000000;3530000000000000
31400000000000000;-1340000000000000;3160000000000000
8150000000000000;-11800000000000000;4110000000000000
2180000000000000;-44400000000000000;4630000000000000
9480000000000000;-7960000000000000;38000000000000000
9860000000000000;-257000000000000;5700000000000000
9810000000000000;-17300000000000000;23500000000000000
3050000000000000;-12100000000000000;3980000000000000
9600000000000000;-8490000000000000;43500000000000000
32300000000000000;-16100000000000000;48100000000000000
7990000000000000;-28200000000000000;41000000000000000
2980000000000000;-1340000000000000;43200000000000000
1180000000000000;-10300000000000000;530000000000000
50900000000000000;-5000000000000000;38800000000000000
35400000000000000;-6560000000000000;362000000000000
8940000000000000;-37700000000000000;4600000000000000
10000000000000;12600000000000000;20000000000000000
31600000000000000;-7930000000000000;24700000000000000
4220000000000000;-5930000000000000;2750000000000000
1080000000000000;-8680000000000000;28100000000000000
9920000000000000;-9150000000000000;34400000000000000
4620000000000000;-7040000000000000;22600000000000000
31600000000000000;-15100000000000000;24100000000000000
10500000000000000;-1820000000000000;34500000000000000
9440000000000000;-7990000000000000;2380000000000000
3060000000000000;-1320000000000000;3060000000000000
32100000000000000;-14900000000000000;23900000000000000
10400000000000000;-8700000000000000;391000000000000
9300000000000000;-9430000000000000;22900000000000000
3090000000000000;-15300000000000000;3870000000000000
364000000000000;-6190000000000000;46000000000000000
1060000000000000;-8070000000000000;506000000000000
3440000000000000;-15600000000000000;4270000000000000
34000000000000000;-23400000000000000;3890000000000000
8950000000000000;-2490000000000000;4010000000000000
30500000000000000;-8070000000000000;23000000000000000
955000000000000;-14200000000000000;4080000000000000
10300000000000000;-704000000000000;40600000000000000
10700000000000000;-5860000000000000;43900000000000
2570000000000000;-7090000000000000;4020000000000000
997000000000000;-20500000000000000;5080000000000000
11800000000000000;-904000000000000;3420000000000000
33600000000000000;-11500000000000000;334000000000000
9450000000000000;-7890000000000000;32900000000000000
4000000000000000;-5110000000000000;29900000000000000
9560000000000000;-2830000000000000;6120000000000000
3950000000000000;-51800000000000000;2810000000000000
32300000000000000;-14700000000000000;36700000000000000
38600000000000000;-8390000000000000;2930000000000000
45300000000000000;-5480000000000000;628000000000000
40500000000000000;-4650000000000000;3150000000000000
11600000000000000;-8360000000000000;3870000000000000
318000000000000;-1350000000000000;45000000000000
10500000000000000;-931000000000000;48500000000000000
32500000000000000;-12900000000000000;45700000000000000
3340000000000000;-16300000000000000;4300000000000000
9670000000000000;-1930000000000000;36100000000000000
10500000000000000;-737000000000000;33700000000000000
12200000000000000;-8740000000000000;1790000000000000
10300000000000000;-7730000000000000;2740000000000000
31400000000000000;-13200000000000000;36700000000000000
9080000000000000;-837000000000000;49000000000000000
33400000000000000;-14000000000000000;3420000000000000
9550000000000000;-13500000000000000;4580000000000000
3270000000000000;-13500000000000000;5610000000000000
3300000000000000;12800000000000000;31000000000000000
10700000000000000;-8280000000000000;26200000000000000
3350000000000000;-8090000000000000;39100000000000000
3290000000000000;-13700000000000000;48400000000000000
11100000000000000;-9560000000000000;37200000000000000
10600000000000000;-7940000000000000;24500000000000000
8790000000000000;-12400000000000000;44700000000000000
33600000000000000;-2430000000000000;3100000000000000
8690000000000000;-1860000000000000;5590000000000000
5150000000000000;-6680000000000000;45800000000000000
60800000000000000;-5510000000000000;43300000000000000
10800000000000000;-14700000000000000;3700000000000000
3230000000000000;-14000000000000000;3120000000000000
1030000000000000;-19500000000000000;3070000000000000
323000000000000;-1390000000000000;4660000000000000
3360000000000000;-5300000000000000;5350000000000000
10200000000000000;-2020000000000000;3390000000000000
3450000000000000;-1930000000000000;454000000000000
10700000000000000;-13500000000000000;28800000000000000
34400000000000000;-11700000000000000;50000000000000000
4050000000000000;-6840000000000000;37200000000000000
3920000000000000;-7380000000000000;2990000000000000
34400000000000000;-24900000000000000;4910000000000000
10300000000000000;-7510000000000000;49200000000000000
10300000000000000;-9730000000000000;4830000000000000
10400000000000000;-7700000000000000;2960000000000000
4580000000000000;-6290000000000000;4090000000000000
6360000000000000;-54800000000000000;39400000000000000
10400000000000000;-32300000000000000;43100000000000000
313000000000000;-12500000000000000;46500000000000000
4690000000000000;-52900000000000000;4740000000000000
971000000000000;-62400000000000000;34800000000000000
8770000000000000;-4490000000000000;4380000000000000
3290000000000000;-14000000000000000;34400000000000000
11000000000000000;-7190000000000000;20600000000000000
3410000000000000;-18500000000000000;5490000000000000
931000000000000;-23800000000000000;5030000000000000
3170000000000000;-1300000000000000;3160000000000000
8490000000000000;-5170000000000000;42600000000000000
34500000000000000;-13000000000000000;3320000000000000
30900000000000000;-50800000000000000;4820000000000000
11300000000000000;-8850000000000000;5260000000000000
10500000000000000;-25300000000000000;5300000000000000
12200000000000000;-6900000000000000;31600000000000000
3490000000000000;-6030000000000000;25400000000000000
3560000000000000;-695000000000000;27000000000000000
4190000000000000;-56800000000000000;3760000000000000
11200000000000000;-8220000000000000;5370000000000000
32100000000000000;-15400000000000000;5350000000000000
10800000000000000;-10600000000000000;2570000000000000
10700000000000000;-8630000000000000;50000000000000000
9980000000000000;-6340000000000000;5100000000000000
10000000000000000;-760000000000;33300000000000000
8860000000000000;-7920000000000000;3920000000000000
33500000000000000;-14600000000000000;38300000000000000
377000000000000;-6460000000000000;3110000000000000
3430000000000000;-2160000000000000;41300000000000000
3420000000000000;-2580000000000000;2810000000000000
8950000000000000;-2720000000000000;43000000000000000
3260000000000000;-1420000000000000;24600000000000000
3120000000000000;-58200000000000000;3580000000000000
3270000000000000;-13700000000000000;32600000000000000
9520000000000000;-9010000000000000;38800000000000000
10100000000000000;-21500000000000000;21800000000000000
10800000000000000;-15800000000000000;40800000000000000
1140000000000000;-31200000000000000;4800000000000000
11500000000000000;-6990000000000000;3260000000000000
34100000000000000;-12500000000000000;16100000000000000
30600000000000000;-13500000000000000;545000000000000
3320000000000000;-2040000000000000;2820000000000000
11800000000000000;-8880000000000000;389000000000000
32600000000000000;-1460000000000000;33900000000000000
11200000000000000;-2440000000000000;2660000000000000
9580000000000000;-1680000000000000;40300000000000000
30600000000000000;-12800000000000000;22900000000000000
34700000000000000;-31300000000000000;4370000000000000
34200000000000000;-9180000000000000;23200000000000000
10500000000000000;-9600000000000000;5210000000000000
32800000000000000;-13100000000000000;28300000000000000
10100000000000000;-9410000000000000;3410000000000000
8660000000000000;-20500000000000000;35800000000000000
1240000000000000;-8210000000000000;457000000000000
9140000000000000;-4220000000000000;4690000000000000
34500000000000000;-10400000000000000;3800000000000000
595000000000000;-49000000000000000;42600000000000000
3300000000000000;-1430000000000000;2520000000000000
3150000000000000;-1370000000000000;36300000000000000
8860000000000000;-3130000000000000;39300000000000000
3480000000000000;-19200000000000000;3510000000000000
23200000000000000;-6910000000000000;2680000000000000
10800000000000000;-9650000000000000;4120000000000000
3420000000000000;-1490000000000000;3430000000000000
33800000000000000;-2590000000000000;25000000000000000
32600000000000000;-2470000000000000;3610000000000000
5200000000000000;-6000000000000000;44600000000000000
10700000000000000;-8610000000000000;3770000000000000
4660000000000000;-5240000000000000;35800000000000000
22800000000000000;-5940000000000000;2390000000000000
10700000000000000;-10500000000000000;42300000000000000
10500000000000000;-7560000000000000;2890000000000000
9620000000000000;-1150000000000000;27000000000000000
3120000000000000;-12300000000000000;23100000000000000
7790000000000000;-17100000000000000;23700000000000000
9440000000000000;-24600000000000000;45500000000000000
34500000000000000;-1890000000000000;360000000000000
3680000000000000;-58000000000000000;29700000000000000
3290000000000000;-1140000000000000;3040000000000000
9290000000000000;-9800000000000000;48700000000000000
10300000000000000;-16600000000000000;2770000000000000
30500000000000000;-12500000000000000;28800000000000000
10500000000000000;-9360000000000000;38400000000000000
55200000000000000;-6630000000000000;5560000000000000
4930000000000000;-5630000000000000;22600000000000000
3090000000000000;-13800000000000000;4700000000000000
8350000000000000;-20400000000000000;33700000000000000
8980000000000000;-11600000000000000;19100000000000000
46400000000000000;-6980000000000000;5880000000000000
33500000000000000;-14700000000000000;21800000000000000
3410000000000000;-329000000000000;27800000000000000
8460000000000000;-23500000000000000;4290000000000000
33200000000000000;-2010000000000000;13700000000000000
31900000000000000;-14000000000000000;3920000000000000
10800000000000000;-7640000000000000;5170000000000000
471000000000000;-5250000000000000;5020000000000000
3240000000000000;-13200000000000000;3390000000000000
11500000000000000;-9210000000000000;4510000000000000
3440000000000000;-5820000000000000;3940000000000000
42900000000000000;-61600000000000000;35600000000000000
287000000000000;-53300000000000000;35500000000000000
33900000000000000;-10700000000000000;5180000000000000
9180000000000000;-8920000000000000;39200000000000000
3360000000000000;-13700000000000000;40600000000000000
3830000000000000;-6460000000000000;42100000000000000
91400000000000;-25500000000000000;26400000000000000
3250000000000000;-1500000000000000;570000000000000
3200000000000000;-14200000000000000;34500000000000000
3320000000000000;-6030000000000000;297000000000000
3360000000000000;-9800000000000000;4000000000000000
3410000000000000;-20500000000000000;4460000000000000
31700000000000000;3840000000000000;35400000000000000
3650000000000000;-1150000000000000;4880000000000000
3190000000000000;-13500000000000000;6770000000000000
33100000000000000;-12500000000000000;4150000000000000
32600000000000000;-9810000000000000;32100000000000000
28600000000000000;-474000000000000;18700000000000000
3300000000000000;-18200000000000000;2470000000000000
32900000000000000;-13700000000000000;3170000000000000
49100000000000000;-5070000000000000;34800000000000000
13300000000000000;-8710000000000000;27100000000000000
10100000000000000;-17500000000000000;25400000000000000
9010000000000000;-9800000000000000;5360000000000000
9600000000000000;-2720000000000000;36600000000000000
44100000000000000;-844000000000000;33100000000000000
3420000000000000;-23700000000000000;4940000000000000
9860000000000000;-13000000000000000;28000000000000000
3270000000000000;-12600000000000000;3720000000000000
44900000000000000;-6550000000000000;371000000000000
11100000000000000;-11400000000000000;44800000000000000
33500000000000000;-1230000000000000;32400000000000000
850000000000000;-7480000000000000;40200000000000000
10300000000000000;-2660000000000000;38100000000000000
10100000000000000;-264000000000000;3900000000000000
8280000000000000;-11000000000000000;45900000000000000
3240000000000000;-13700000000000000;46100000000000000
8680000000000000;-1520000000000000;5120000000000000
9830000000000000;-7050000000000000;40200000000000000
11000000000000000;-1010000000000000;3930000000000000
3870000000000000;-62200000000000000;28900000000000000
10700000000000000;-15200000000000000;2500000000000000
31600000000000000;-11900000000000000;4300000000000000
11400000000000000;-22500000000000000;4270000000000000
4520000000000000;-6170000000000000;5480000000000000
3340000000000000;5010000000000000;48600000000000000
33100000000000000;-12600000000000000;3190000000000000
3360000000000000;-15300000000000000;38400000000000000
3080000000000000;-7070000000000000;4240000000000000
7810000000000000;2060000000000000;48900000000000000
10100000000000000;-827000000000000;4370000000000000
11300000000000000;-8960000000000000;4230000000000000
7540000000000000;-1400000000000000;3760000000000000
4540000000000000;-662000000000000;1080000000000000
9980000000000000;-3290000000000;39200000000000000
33000000000000000;-13800000000000000;3490000000000000
3290000000000000;-13200000000000000;4170000000000000
33300000000000;-13500000000000000;3090000000000000
9430000000000000;-12200000000000000;4130000000000000
1090000000000000;-4710000000000000;3430000000000000
30800000000000000;-5140000000000000;4220000000000000
3220000000000000;-5000000000000000;3030000000000000
47600000000000000;-5840000000000000;3800000000000000
997000000000000;-6400000000000000;3400000000000000
11800000000000000;-9410000000000000;3570000000000000
11000000000000000;-736000000000000;39700000000000000
3150000000000000;-15200000000000000;35500000000000000
3150000000000000;-13900000000000000;30300000000000000
3240000000000000;-14800000000000000;424000000000000
31200000000000000;-13600000000000000;3100000000000000
3330000000000000;10100000000000000;46800000000000000
34300000000000000;-6910000000000000;22100000000000000
32000000000000000;-1370000000000000;2680000000000000
4760000000000000;-4570000000000000;33900000000000000
1110000000000000;-2350000000000000;2870000000000000
8860000000000000;-913000000000000;4220000000000000
3240000000000000;-15600000000000000;21900000000000000
32000000000000000;-13400000000000000;31300000000000000
34600000000000000;1040000000000000;3180000000000000
34100000000000;-14600000000000000;3940000000000000
3210000000000000;-13100000000000;4820000000000000
44700000000000000;-5070000000000000;5490000000000000
1080000000000000;-6550000000000000;4520000000000000
9890000000000000;-15100000000000000;4630000000000000
39900000000000000;-5060000000000000;44600000000000000
7660000000000000;-6990000000000000;4660000000000000
9390000000000000;-8310000000000000;4620000000000000
1070000000000000;-2830000000000000;34400000000000000
31700000000000000;-14400000000000000;33400000000000000
3370000000000000;-27100000000000000;4920000000000000
8820000000000000;-8880000000000000;40500000000000000
34600000000000000;-4590000000000000;2690000000000000
10100000000000000;-8990000000000000;5770000000000000
10900000000000000;-7710000000000000;22600000000000000
36300000000000000;-3880000000000000;2770000000000000
11200000000000000;-739000000000000;23300000000000000
10300000000000000;-13500000000000000;34500000000000000
399000000000000;-5960000000000000;5660000000000000
9250000000000000;-27800000000000000;616000000000000
3480000000000000;-179000000000000;29800000000000000
28700000000000000;-6650000000000000;43300000000000000
9740000000000000;-14300000000000000;4770000000000000
10300000000000000;-8260000000000000;3120000000000000
31300000000000000;-14200000000000000;5790000000000000
10600000000000000;-13600000000000000;3470000000000000
